timestamp,open,high,low,close,volume
2025-01-01 02:12:00,190.88,191.26,190.77,191.24,9604.005
2025-01-01 02:15:00,191.24,191.24,190.63,190.68,2047.453
2025-01-01 02:18:00,190.68,190.95,190.64,190.77,1624.476
2025-01-01 02:21:00,190.77,190.8,190.57,190.77,1670.936
2025-01-01 02:24:00,190.78,190.87,190.51,190.57,1757.044
2025-01-01 02:27:00,190.57,190.65,190.44,190.64,1260.54
2025-01-01 02:30:00,190.65,190.91,190.6,190.77,1410.127
2025-01-01 02:33:00,190.77,191.08,190.7,191.02,1821.484
2025-01-01 02:36:00,191.02,191.24,191.0,191.19,1016.962
2025-01-01 02:39:00,191.2,191.25,191.05,191.24,2765.209
2025-01-01 02:42:00,191.23,191.35,191.18,191.31,2154.087
2025-01-01 02:45:00,191.32,191.6,191.15,191.6,6306.7
2025-01-01 02:48:00,191.6,191.85,191.58,191.77,4979.975
2025-01-01 02:51:00,191.76,192.04,191.7,191.84,3592.736
2025-01-01 02:54:00,191.84,191.86,191.47,191.55,11853.095
2025-01-01 02:57:00,191.56,191.63,191.51,191.59,1876.844
2025-01-01 03:00:00,191.59,191.59,191.15,191.15,2966.89
2025-01-01 03:03:00,191.14,191.24,191.12,191.23,1441.612
2025-01-01 03:06:00,191.23,191.45,191.16,191.18,1552.98
2025-01-01 03:09:00,191.18,191.22,191.03,191.06,1675.745
2025-01-01 03:12:00,191.05,191.15,191.04,191.15,756.137
2025-01-01 03:15:00,191.15,191.25,190.9,190.99,1932.182
2025-01-01 03:18:00,191.0,191.14,190.84,190.89,1881.936
2025-01-01 03:21:00,190.88,191.09,190.76,190.98,4720.978
2025-01-01 03:24:00,190.98,191.06,190.9,190.97,1814.757
2025-01-01 03:27:00,190.96,190.96,190.58,190.62,13742.853
2025-01-01 03:30:00,190.61,190.73,190.52,190.6,5741.059
2025-01-01 03:33:00,190.6,190.6,190.48,190.48,3314.394
2025-01-01 03:36:00,190.48,190.5,190.38,190.42,3048.452
2025-01-01 03:39:00,190.42,190.62,190.39,190.39,3862.979
2025-01-01 03:42:00,190.4,190.59,190.38,190.53,2964.763
2025-01-01 03:45:00,190.52,190.52,190.15,190.2,2149.441
2025-01-01 03:48:00,190.2,190.42,190.04,190.39,2326.137
2025-01-01 03:51:00,190.38,190.43,190.28,190.42,736.354
2025-01-01 03:54:00,190.42,190.45,190.34,190.45,1206.899
2025-01-01 03:57:00,190.44,190.5,190.42,190.43,691.494
2025-01-01 04:00:00,190.42,190.43,190.14,190.18,2743.273
2025-01-01 04:03:00,190.17,190.35,190.17,190.2,1500.333
2025-01-01 04:06:00,190.2,190.2,190.0,190.05,1471.893
2025-01-01 04:09:00,190.05,190.05,189.92,189.95,3249.626
2025-01-01 04:12:00,189.94,190.19,189.68,190.11,2974.748
2025-01-01 04:15:00,190.1,190.25,189.79,189.79,9951.664
2025-01-01 04:18:00,189.78,190.2,189.74,190.13,7106.368
2025-01-01 04:21:00,190.12,190.12,189.91,189.91,1732.336
2025-01-01 04:24:00,189.91,190.0,189.82,189.95,2252.904
2025-01-01 04:27:00,189.95,190.05,189.82,189.85,1591.368
2025-01-01 04:30:00,189.85,189.87,189.74,189.77,1811.463
2025-01-01 04:33:00,189.77,189.77,189.32,189.46,15216.49
2025-01-01 04:36:00,189.46,189.61,189.35,189.49,2385.075
2025-01-01 04:39:00,189.49,189.54,189.38,189.47,1598.838
2025-01-01 04:42:00,189.48,189.77,189.48,189.75,2093.305
2025-01-01 04:45:00,189.75,189.85,189.4,189.43,2927.426
2025-01-01 04:48:00,189.43,189.77,189.42,189.57,2348.344
2025-01-01 04:51:00,189.57,189.77,189.54,189.67,2941.694
2025-01-01 04:54:00,189.67,189.85,189.62,189.85,1571.675
2025-01-01 04:57:00,189.84,189.85,189.44,189.47,3053.545
2025-01-01 05:00:00,189.48,189.48,189.35,189.45,1792.1
2025-01-01 05:03:00,189.47,189.78,189.46,189.78,1187.139
2025-01-01 05:06:00,189.77,189.9,189.71,189.81,2505.191
2025-01-01 05:09:00,189.81,190.06,189.79,190.04,1536.506
2025-01-01 05:12:00,190.04,190.36,190.04,190.11,3651.484
2025-01-01 05:15:00,190.11,190.32,190.04,190.32,3406.476
2025-01-01 05:18:00,190.32,190.32,190.03,190.19,4556.903
2025-01-01 05:21:00,190.19,190.25,189.97,190.12,2111.008
2025-01-01 05:24:00,190.12,190.29,190.08,190.29,772.12
2025-01-01 05:27:00,190.28,190.61,190.28,190.43,5004.451
2025-01-01 05:30:00,190.42,190.62,190.38,190.55,2831.831
2025-01-01 05:33:00,190.56,190.58,190.34,190.45,2256.498
2025-01-01 05:36:00,190.44,190.44,190.18,190.25,2182.941
2025-01-01 05:39:00,190.24,190.25,190.0,190.23,1826.922
2025-01-01 05:42:00,190.23,190.39,190.22,190.38,1641.71
2025-01-01 05:45:00,190.38,190.51,190.33,190.45,1285.454
2025-01-01 05:48:00,190.45,190.49,190.13,190.14,1340.343
2025-01-01 05:51:00,190.14,190.21,190.08,190.2,2254.917
2025-01-01 05:54:00,190.21,190.27,190.04,190.08,789.949
2025-01-01 05:57:00,190.08,190.16,190.06,190.15,1192.574
2025-01-01 06:00:00,190.15,190.31,190.01,190.11,2250.874
2025-01-01 06:03:00,190.11,190.12,189.85,189.92,2833.153
2025-01-01 06:06:00,189.91,189.91,189.64,189.7,1651.402
2025-01-01 06:09:00,189.7,189.75,189.63,189.67,1339.191
2025-01-01 06:12:00,189.67,189.67,189.59,189.64,1124.8
2025-01-01 06:15:00,189.64,189.91,189.6,189.71,2019.995
2025-01-01 06:18:00,189.71,189.98,189.7,189.91,2763.147
2025-01-01 06:21:00,189.91,190.05,189.78,190.04,4163.495
2025-01-01 06:24:00,190.04,190.08,189.93,190.0,860.633
2025-01-01 06:27:00,190.0,190.1,189.94,189.95,1199.859
2025-01-01 06:30:00,189.95,189.95,189.68,189.75,1868.977
2025-01-01 06:33:00,189.74,189.78,189.5,189.51,1733.439
2025-01-01 06:36:00,189.51,189.73,189.4,189.55,2545.953
2025-01-01 06:39:00,189.55,189.95,189.48,189.87,2027.301
2025-01-01 06:42:00,189.86,190.17,189.82,190.17,1408.272
2025-01-01 06:45:00,190.17,190.29,190.0,190.03,2238.689
2025-01-01 06:48:00,190.03,190.03,189.73,189.75,1353.086
2025-01-01 06:51:00,189.74,189.87,189.7,189.8,1089.806
2025-01-01 06:54:00,189.8,190.13,189.79,190.13,1503.442
2025-01-01 06:57:00,190.13,190.31,190.13,190.3,1988.36
2025-01-01 07:00:00,190.29,190.35,190.02,190.03,5708.443
2025-01-01 07:03:00,190.03,190.11,189.97,190.01,1666.368
2025-01-01 07:06:00,190.01,190.09,189.91,190.08,2577.319
2025-01-01 07:09:00,190.09,190.15,189.81,189.81,1586.995
2025-01-01 07:12:00,189.8,189.99,189.8,189.91,1008.943
2025-01-01 07:15:00,189.92,190.15,189.88,190.15,943.6
2025-01-01 07:18:00,190.14,190.14,190.05,190.11,1092.339
2025-01-01 07:21:00,190.11,190.11,189.8,189.81,1139.55
2025-01-01 07:24:00,189.81,189.84,189.74,189.78,1778.348
2025-01-01 07:27:00,189.78,190.02,189.76,189.9,1338.857
2025-01-01 07:30:00,189.9,190.05,189.87,189.91,1273.032
2025-01-01 07:33:00,189.91,189.96,189.7,189.73,4436.288
2025-01-01 07:36:00,189.74,190.09,189.74,190.05,5412.658
2025-01-01 07:39:00,190.05,190.18,189.76,190.06,7777.164
2025-01-01 07:42:00,190.07,190.22,190.04,190.22,1216.599
2025-01-01 07:45:00,190.21,190.22,190.07,190.07,1578.184
2025-01-01 07:48:00,190.07,190.1,190.0,190.08,2139.442
2025-01-01 07:51:00,190.09,190.19,190.05,190.18,1056.855
2025-01-01 07:54:00,190.17,190.25,190.17,190.2,2099.134
2025-01-01 07:57:00,190.2,190.23,190.05,190.06,1927.261
2025-01-01 08:00:00,190.06,190.18,190.01,190.18,1031.424
2025-01-01 08:03:00,190.18,190.55,190.18,190.51,2585.496
2025-01-01 08:06:00,190.51,190.74,190.49,190.62,2484.869
2025-01-01 08:09:00,190.62,190.62,190.47,190.55,2872.023
2025-01-01 08:12:00,190.54,190.66,190.44,190.6,1846.714
2025-01-01 08:15:00,190.6,190.6,190.25,190.45,3622.425
2025-01-01 08:18:00,190.44,190.53,190.35,190.49,3175.642
2025-01-01 08:21:00,190.5,190.53,190.28,190.39,1699.919
2025-01-01 08:24:00,190.39,190.51,189.82,189.82,2335.058
2025-01-01 08:27:00,189.82,189.92,189.41,189.82,4466.585
2025-01-01 08:30:00,189.81,189.97,189.59,189.89,2176.112
2025-01-01 08:33:00,189.89,190.01,189.75,189.98,2300.307
2025-01-01 08:36:00,189.98,190.0,189.78,189.78,1215.784
2025-01-01 08:39:00,189.78,190.08,189.75,189.95,4555.234
2025-01-01 08:42:00,189.95,190.01,189.9,189.92,721.579
2025-01-01 08:45:00,189.93,189.95,189.31,189.47,3497.134
2025-01-01 08:48:00,189.47,189.61,189.3,189.55,2226.056
2025-01-01 08:51:00,189.55,189.77,189.44,189.63,7551.091
2025-01-01 08:54:00,189.62,189.79,189.39,189.49,4989.067
2025-01-01 08:57:00,189.5,189.53,189.36,189.4,1853.57
2025-01-01 09:00:00,189.4,189.65,189.38,189.55,2424.771
2025-01-01 09:03:00,189.55,189.76,189.51,189.55,2480.911
2025-01-01 09:06:00,189.55,189.58,189.2,189.27,3316.73
2025-01-01 09:09:00,189.28,189.28,188.88,188.93,12886.059
2025-01-01 09:12:00,188.92,189.03,188.76,188.94,10054.247
2025-01-01 09:15:00,188.94,188.94,188.52,188.57,6140.868
2025-01-01 09:18:00,188.57,188.71,188.44,188.56,5135.359
2025-01-01 09:21:00,188.56,188.61,188.3,188.33,3114.572
2025-01-01 09:24:00,188.33,188.46,188.2,188.4,6916.455
2025-01-01 09:27:00,188.4,188.6,188.26,188.49,3668.244
2025-01-01 09:30:00,188.5,188.87,188.33,188.72,4435.304
2025-01-01 09:33:00,188.72,188.97,188.49,188.58,7151.429
2025-01-01 09:36:00,188.59,188.59,188.11,188.23,3162.349
2025-01-01 09:39:00,188.23,188.34,188.0,188.28,6525.895
2025-01-01 09:42:00,188.29,188.51,188.24,188.49,1897.792
2025-01-01 09:45:00,188.5,188.51,188.16,188.45,2176.853
2025-01-01 09:48:00,188.45,188.79,188.42,188.74,3791.068
2025-01-01 09:51:00,188.75,189.11,188.74,189.06,2531.209
2025-01-01 09:54:00,189.06,189.07,188.95,189.0,1078.668
2025-01-01 09:57:00,189.0,189.25,188.96,189.18,1401.046
2025-01-01 10:00:00,189.19,189.57,189.17,189.55,3412.479
2025-01-01 10:03:00,189.56,189.79,189.45,189.75,2103.993
2025-01-01 10:06:00,189.75,189.77,189.45,189.73,3961.104
2025-01-01 10:09:00,189.73,189.73,189.53,189.68,2173.121
2025-01-01 10:12:00,189.67,189.75,189.47,189.74,10366.53
2025-01-01 10:15:00,189.75,189.93,189.63,189.93,3632.759
2025-01-01 10:18:00,189.93,190.29,189.92,190.07,3336.851
2025-01-01 10:21:00,190.08,190.37,190.07,190.34,3631.275
2025-01-01 10:24:00,190.34,190.51,190.05,190.06,3067.591
2025-01-01 10:27:00,190.05,190.31,190.0,190.22,1789.468
2025-01-01 10:30:00,190.23,190.69,190.14,190.54,2953.565
2025-01-01 10:33:00,190.55,190.82,190.36,190.4,8964.466
2025-01-01 10:36:00,190.4,190.74,190.4,190.64,4187.379
2025-01-01 10:39:00,190.65,190.81,190.3,190.38,2702.655
2025-01-01 10:42:00,190.39,190.83,190.39,190.7,1777.687
2025-01-01 10:45:00,190.7,191.03,190.64,190.86,4365.852
2025-01-01 10:48:00,190.87,190.87,190.62,190.7,2233.379
2025-01-01 10:51:00,190.69,190.7,190.31,190.4,3075.526
2025-01-01 10:54:00,190.39,190.46,190.07,190.12,3181.254
2025-01-01 10:57:00,190.13,190.37,190.13,190.24,1077.873
2025-01-01 11:00:00,190.25,190.4,189.89,190.01,1858.768
2025-01-01 11:03:00,190.02,190.27,190.01,190.06,2037.414
2025-01-01 11:06:00,190.06,190.76,190.02,190.74,2972.84
2025-01-01 11:09:00,190.74,190.74,190.44,190.44,1468.875
2025-01-01 11:12:00,190.44,190.65,190.44,190.55,1872.134
2025-01-01 11:15:00,190.54,190.99,190.54,190.98,6315.474
2025-01-01 11:18:00,190.99,191.15,190.6,190.73,3913.585
2025-01-01 11:21:00,190.73,190.9,190.73,190.84,8343.449
2025-01-01 11:24:00,190.83,191.09,190.79,190.8,3852.461
2025-01-01 11:27:00,190.8,191.24,190.76,191.23,1697.856
2025-01-01 11:30:00,191.24,191.32,191.0,191.1,2018.06
2025-01-01 11:33:00,191.1,191.36,190.96,191.22,4051.55
2025-01-01 11:36:00,191.22,191.26,191.04,191.07,1666.875
2025-01-01 11:39:00,191.07,191.69,190.95,191.56,5366.443
2025-01-01 11:42:00,191.55,191.8,191.5,191.68,4128.638
2025-01-01 11:45:00,191.67,191.86,191.44,191.6,2515.68
2025-01-01 11:48:00,191.6,191.69,191.32,191.43,2106.953
2025-01-01 11:51:00,191.44,191.44,191.24,191.31,3471.719
2025-01-01 11:54:00,191.31,191.34,191.14,191.23,1880.716
2025-01-01 11:57:00,191.23,191.47,191.2,191.36,1530.727
2025-01-01 12:00:00,191.35,191.51,191.31,191.34,1596.851
2025-01-01 12:03:00,191.34,191.72,191.21,191.7,2491.037
2025-01-01 12:06:00,191.7,191.71,191.31,191.45,3228.812
2025-01-01 12:09:00,191.44,191.44,191.0,191.0,2156.67
2025-01-01 12:12:00,191.01,191.12,190.72,190.82,6212.378
2025-01-01 12:15:00,190.83,191.11,190.82,190.95,2373.9
2025-01-01 12:18:00,190.96,191.21,190.88,191.18,2041.381
2025-01-01 12:21:00,191.19,191.56,191.18,191.53,3985.844
2025-01-01 12:24:00,191.53,191.62,191.25,191.35,5146.003
2025-01-01 12:27:00,191.36,191.73,191.36,191.41,3038.002
2025-01-01 12:30:00,191.41,191.75,191.37,191.53,3241.497
2025-01-01 12:33:00,191.54,191.66,191.19,191.21,2925.386
2025-01-01 12:36:00,191.22,191.5,191.21,191.47,4789.142
2025-01-01 12:39:00,191.47,191.66,191.46,191.58,965.52
2025-01-01 12:42:00,191.57,191.64,191.21,191.22,10268.059
2025-01-01 12:45:00,191.21,191.21,190.64,190.83,5270.13
2025-01-01 12:48:00,190.83,190.94,190.53,190.59,8783.321
2025-01-01 12:51:00,190.59,190.65,190.42,190.57,4941.387
2025-01-01 12:54:00,190.57,190.95,190.57,190.75,9085.311
2025-01-01 12:57:00,190.75,191.04,190.75,190.95,2971.0
2025-01-01 13:00:00,190.94,191.2,190.8,191.2,2948.874
2025-01-01 13:03:00,191.19,191.29,191.11,191.27,3459.147
2025-01-01 13:06:00,191.27,191.27,190.78,190.78,1649.162
2025-01-01 13:09:00,190.78,190.79,190.02,190.08,6385.779
2025-01-01 13:12:00,190.08,190.3,189.9,190.25,8350.676
2025-01-01 13:15:00,190.25,190.47,189.97,190.04,2938.79
2025-01-01 13:18:00,190.04,190.05,189.67,189.85,3591.734
2025-01-01 13:21:00,189.84,189.88,189.59,189.87,3093.539
2025-01-01 13:24:00,189.87,189.87,189.59,189.79,1394.549
2025-01-01 13:27:00,189.79,189.91,189.66,189.69,5825.894
2025-01-01 13:30:00,189.68,190.0,189.66,189.98,5268.035
2025-01-01 13:33:00,189.98,190.19,189.9,190.05,7667.438
2025-01-01 13:36:00,190.04,190.09,189.84,189.92,3145.73
2025-01-01 13:39:00,189.92,190.08,189.71,190.05,2010.052
2025-01-01 13:42:00,190.04,190.07,189.85,189.96,3241.774
2025-01-01 13:45:00,189.97,190.37,189.96,190.35,5366.266
2025-01-01 13:48:00,190.35,190.36,190.07,190.21,2641.924
2025-01-01 13:51:00,190.21,190.33,189.98,190.12,4432.706
2025-01-01 13:54:00,190.11,190.19,190.04,190.06,1807.96
2025-01-01 13:57:00,190.07,190.4,190.02,190.25,3944.586
2025-01-01 14:00:00,190.24,190.61,190.16,190.58,3647.302
2025-01-01 14:03:00,190.58,191.46,190.58,191.46,5998.507
2025-01-01 14:06:00,191.46,191.48,190.57,190.98,7076.097
2025-01-01 14:09:00,190.98,191.01,190.64,190.73,5047.493
2025-01-01 14:12:00,190.74,191.03,190.7,190.95,2706.215
2025-01-01 14:15:00,190.95,191.05,190.6,190.95,2404.346
2025-01-01 14:18:00,190.94,190.99,190.55,190.58,2015.428
2025-01-01 14:21:00,190.59,190.75,190.5,190.5,1893.934
2025-01-01 14:24:00,190.51,190.51,190.1,190.11,3167.242
2025-01-01 14:27:00,190.11,190.29,189.9,189.95,2448.477
2025-01-01 14:30:00,189.95,189.95,189.24,189.43,6708.596
2025-01-01 14:33:00,189.43,189.94,189.14,189.9,4088.554
2025-01-01 14:36:00,189.89,190.24,189.86,190.04,2524.959
2025-01-01 14:39:00,190.04,190.31,190.0,190.25,4724.178
2025-01-01 14:42:00,190.24,190.34,190.01,190.14,1484.079
2025-01-01 14:45:00,190.14,190.84,189.9,190.78,2750.453
2025-01-01 14:48:00,190.77,190.88,190.55,190.75,2232.857
2025-01-01 14:51:00,190.76,190.84,190.56,190.58,2094.967
2025-01-01 14:54:00,190.59,190.89,190.48,190.87,3770.868
2025-01-01 14:57:00,190.86,190.96,190.79,190.88,2174.092
2025-01-01 15:00:00,190.88,190.96,190.61,190.85,2212.627
2025-01-01 15:03:00,190.85,191.18,190.8,191.03,4237.61
2025-01-01 15:06:00,191.03,191.1,190.72,190.78,5736.047
2025-01-01 15:09:00,190.77,190.83,190.34,190.38,3116.579
2025-01-01 15:12:00,190.38,190.38,189.98,190.2,4773.653
2025-01-01 15:15:00,190.2,190.34,189.98,190.25,2109.304
2025-01-01 15:18:00,190.25,190.68,190.04,190.54,2822.83
2025-01-01 15:21:00,190.54,190.65,190.48,190.52,2175.406
2025-01-01 15:24:00,190.52,190.7,190.44,190.67,4584.019
2025-01-01 15:27:00,190.67,190.67,190.39,190.54,1822.6
2025-01-01 15:30:00,190.53,191.15,190.33,191.0,2525.015
2025-01-01 15:33:00,190.99,191.01,190.58,190.61,1300.75
2025-01-01 15:36:00,190.62,190.89,190.6,190.88,1557.666
2025-01-01 15:39:00,190.88,191.0,190.85,190.88,1471.119
2025-01-01 15:42:00,190.88,191.52,190.85,191.51,3789.332
2025-01-01 15:45:00,191.51,192.06,191.44,191.81,7209.463
2025-01-01 15:48:00,191.81,192.11,191.73,191.84,5671.745
2025-01-01 15:51:00,191.85,191.89,191.68,191.73,2217.278
2025-01-01 15:54:00,191.73,191.84,191.6,191.73,4478.826
2025-01-01 15:57:00,191.72,192.15,191.72,191.91,6132.2
2025-01-01 16:00:00,191.91,192.25,191.41,191.52,5796.383
2025-01-01 16:03:00,191.51,191.52,191.21,191.44,4049.886
2025-01-01 16:06:00,191.43,191.66,191.32,191.62,1958.13
2025-01-01 16:09:00,191.62,191.78,191.42,191.42,2410.888
2025-01-01 16:12:00,191.41,191.41,191.06,191.17,2962.631
2025-01-01 16:15:00,191.16,191.16,190.83,191.03,3902.831
2025-01-01 16:18:00,191.04,191.19,190.77,190.77,2754.003
2025-01-01 16:21:00,190.76,190.9,190.64,190.84,2343.992
2025-01-01 16:24:00,190.84,191.35,190.83,191.28,5179.609
2025-01-01 16:27:00,191.27,191.33,191.06,191.1,2763.99
2025-01-01 16:30:00,191.1,191.11,190.59,190.94,3488.92
2025-01-01 16:33:00,190.95,191.23,190.68,191.02,2748.293
2025-01-01 16:36:00,191.02,191.38,190.99,191.14,2270.521
2025-01-01 16:39:00,191.14,191.25,190.94,191.0,1757.337
2025-01-01 16:42:00,191.01,191.03,190.51,190.54,5740.792
2025-01-01 16:45:00,190.55,190.95,190.52,190.72,2604.249
2025-01-01 16:48:00,190.71,190.91,190.61,190.67,2088.53
2025-01-01 16:51:00,190.67,190.76,190.08,190.09,3187.95
2025-01-01 16:54:00,190.1,190.46,190.1,190.31,2055.49
2025-01-01 16:57:00,190.3,190.65,190.3,190.51,1297.342
2025-01-01 17:00:00,190.52,190.65,190.12,190.14,2574.507
2025-01-01 17:03:00,190.14,190.41,189.88,189.89,9133.023
2025-01-01 17:06:00,189.89,190.09,189.62,189.69,4651.065
2025-01-01 17:09:00,189.7,190.08,189.69,189.8,6052.473
2025-01-01 17:12:00,189.8,189.88,189.63,189.73,1665.132
2025-01-01 17:15:00,189.73,189.89,189.6,189.66,3179.986
2025-01-01 17:18:00,189.66,189.66,189.25,189.4,3854.641
2025-01-01 17:21:00,189.4,189.79,189.34,189.76,2973.339
2025-01-01 17:24:00,189.75,189.87,189.67,189.75,2795.028
2025-01-01 17:27:00,189.75,189.85,189.67,189.85,2555.932
2025-01-01 17:30:00,189.84,190.12,189.69,189.77,4252.687
2025-01-01 17:33:00,189.78,190.02,189.74,190.01,5376.752
2025-01-01 17:36:00,190.01,190.32,190.0,190.11,2903.048
2025-01-01 17:39:00,190.12,190.13,189.9,190.06,2707.655
2025-01-01 17:42:00,190.05,190.12,189.97,190.12,1651.802
2025-01-01 17:45:00,190.11,190.12,189.53,189.78,2348.509
2025-01-01 17:48:00,189.79,189.87,189.56,189.87,1966.611
2025-01-01 17:51:00,189.86,190.21,189.77,190.2,2328.996
2025-01-01 17:54:00,190.21,190.53,190.21,190.32,1957.538
2025-01-01 17:57:00,190.32,190.65,190.3,190.64,2149.461
2025-01-01 18:00:00,190.63,190.74,190.3,190.33,2980.194
2025-01-01 18:03:00,190.33,190.44,190.09,190.14,2662.4
2025-01-01 18:06:00,190.14,190.24,189.89,189.95,1924.906
2025-01-01 18:09:00,189.95,190.14,189.92,190.02,2016.745
2025-01-01 18:12:00,190.01,190.39,190.01,190.35,1715.297
2025-01-01 18:15:00,190.34,190.56,190.18,190.37,1937.974
2025-01-01 18:18:00,190.37,190.65,190.25,190.52,1585.828
2025-01-01 18:21:00,190.52,190.74,190.45,190.7,2381.148
2025-01-01 18:24:00,190.7,190.76,190.58,190.7,1676.203
2025-01-01 18:27:00,190.7,190.9,190.67,190.76,2961.901
2025-01-01 18:30:00,190.76,191.18,190.59,191.17,5932.068
2025-01-01 18:33:00,191.18,191.76,191.18,191.5,6421.714
2025-01-01 18:36:00,191.49,192.0,191.42,191.97,2328.899
2025-01-01 18:39:00,191.97,192.09,191.68,191.78,3692.368
2025-01-01 18:42:00,191.79,191.86,191.58,191.86,2620.41
2025-01-01 18:45:00,191.87,192.23,191.87,191.91,3965.473
2025-01-01 18:48:00,191.91,192.12,191.62,191.78,2405.773
2025-01-01 18:51:00,191.79,191.91,191.39,191.54,3738.115
2025-01-01 18:54:00,191.53,191.78,191.53,191.57,3777.193
2025-01-01 18:57:00,191.58,191.89,191.49,191.68,5638.012
2025-01-01 19:00:00,191.69,191.79,191.49,191.56,4587.972
2025-01-01 19:03:00,191.56,192.12,191.56,191.89,4298.188
2025-01-01 19:06:00,191.88,192.02,191.76,191.87,1532.648
2025-01-01 19:09:00,191.87,192.41,191.87,192.41,2755.655
2025-01-01 19:12:00,192.41,192.7,192.35,192.42,4150.864
2025-01-01 19:15:00,192.42,192.44,192.0,192.32,3078.312
2025-01-01 19:18:00,192.32,192.67,192.22,192.43,2623.54
2025-01-01 19:21:00,192.44,192.46,192.1,192.12,2568.962
2025-01-01 19:24:00,192.12,192.39,192.07,192.08,1959.279
2025-01-01 19:27:00,192.09,192.45,192.05,192.37,2271.234
2025-01-01 19:30:00,192.36,192.36,191.61,191.66,5029.972
2025-01-01 19:33:00,191.66,192.26,191.53,192.26,2098.419
2025-01-01 19:36:00,192.26,192.55,192.25,192.37,1879.85
2025-01-01 19:39:00,192.36,192.61,192.15,192.45,5330.261
2025-01-01 19:42:00,192.45,192.66,192.45,192.6,2479.622
2025-01-01 19:45:00,192.6,193.45,192.31,193.4,18171.743
2025-01-01 19:48:00,193.4,193.91,193.4,193.8,12171.691
2025-01-01 19:51:00,193.79,193.8,193.36,193.53,5457.415
2025-01-01 19:54:00,193.53,193.55,192.97,193.04,5035.619
2025-01-01 19:57:00,193.04,193.3,192.87,193.1,14704.653
2025-01-01 20:00:00,193.1,193.69,193.1,193.67,4356.859
2025-01-01 20:03:00,193.66,194.08,193.53,193.98,7694.307
2025-01-01 20:06:00,193.99,194.05,193.52,193.76,4471.178
2025-01-01 20:09:00,193.75,193.87,193.61,193.62,3379.158
2025-01-01 20:12:00,193.61,194.1,193.54,193.71,2812.568
2025-01-01 20:15:00,193.71,193.99,193.58,193.62,3678.728
2025-01-01 20:18:00,193.61,193.62,193.24,193.52,5231.47
2025-01-01 20:21:00,193.52,193.67,193.45,193.49,1372.315
2025-01-01 20:24:00,193.49,193.63,193.31,193.6,2920.188
2025-01-01 20:27:00,193.59,193.82,193.39,193.77,5011.359
2025-01-01 20:30:00,193.76,194.13,193.69,193.77,4415.946
